,customer_id,last_purchase,frequency,monetary,avg_order_value,recency,churn,Segment
693,C1841,2024-11-15,18,-850.1365025981402,-47.22980569989667,380,1,New Customer
694,C1842,2025-03-16,1,-266.95051346099086,-266.95051346099086,259,0,New Customer
695,C1843,2022-10-31,1,-516.9049862992522,-516.9049862992522,1126,1,At-Risk Customer
696,C1844,2023-04-09,1,146.4336315948436,146.4336315948436,966,1,Occassional Buyer Customer
697,C1845,2023-12-08,1,172.70473165532505,172.70473165532505,723,1,Occassional Buyer Customer
698,C1846,2024-05-16,1,25.29940990848645,25.29940990848645,563,1,Occassional Buyer Customer
699,C1847,2025-03-13,1,-115.48571159535136,-115.48571159535136,262,0,New Customer
700,C1848,2024-12-21,1,-285.7968193596004,-285.7968193596004,344,0,New Customer
701,C1849,2025-04-20,18,-3522.1378412601825,-195.67432451445458,224,0,New Customer
702,C185,2024-10-24,8,-896.2394845837787,-112.02993557297233,402,1,New Customer
703,C1850,2025-07-16,27,-803.2971085918733,-29.751744762661975,137,0,New Customer
704,C1851,2025-08-28,8,1156.1269522539815,144.51586903174768,94,0,Occassional Buyer Customer
705,C1852,2025-03-24,1,-340.63482883848536,-340.63482883848536,251,0,New Customer
706,C1855,2025-08-28,18,-159.1511478447875,-8.841730435821527,94,0,New Customer
707,C1856,2025-02-11,4,-18.82388809402684,-4.70597202350671,292,0,New Customer
708,C1857,2024-07-15,1,-354.26460450854205,-354.26460450854205,503,1,New Customer
709,C1858,2025-06-12,8,-642.8022225337284,-80.35027781671604,171,0,New Customer
710,C1859,2024-08-04,8,538.4622578290183,67.30778222862729,483,1,Occassional Buyer Customer
711,C186,2025-04-07,1,138.14525193558666,138.14525193558666,237,0,Occassional Buyer Customer
712,C1860,2025-08-26,8,905.3115625265289,113.16394531581611,96,0,Occassional Buyer Customer
713,C1861,2025-06-03,18,1134.762868979018,63.04238160994545,180,0,New Customer
714,C1862,2025-06-22,8,333.623670226753,41.702958778344126,161,0,New Customer
715,C1864,2022-12-09,1,10.494901698301662,10.494901698301662,1087,1,At-Risk Customer
716,C1865,2023-01-27,1,-168.8739228282926,-168.8739228282926,1038,1,At-Risk Customer
717,C1866,2024-11-04,18,-1363.2657800100008,-75.73698777833337,391,1,New Customer
718,C1867,2025-08-03,8,-2486.9906805928786,-310.8738350741098,119,0,New Customer
719,C1868,2024-07-07,1,192.9636995223589,192.9636995223589,511,1,Occassional Buyer Customer
720,C1869,2025-09-26,18,351.24786104604544,19.513770058113636,65,0,New Customer
721,C187,2025-08-23,9,50.602171035680215,5.622463448408912,99,0,New Customer
722,C1870,2024-08-07,9,-716.9557006701426,-79.66174451890474,480,1,New Customer
723,C1872,2023-10-13,1,-8.08160927996067,-8.08160927996067,779,1,At-Risk Customer
724,C1873,2025-03-31,32,-2892.5650677599915,-90.39265836749973,244,0,Discount Seeker Customer
725,C1874,2024-06-16,8,-557.474933090022,-69.68436663625275,532,1,New Customer
726,C1876,2025-09-25,18,-4114.961889868236,-228.60899388156864,66,0,Discount Seeker Customer
727,C1877,2024-06-28,8,336.4633233027467,42.057915412843336,520,1,Occassional Buyer Customer
728,C1878,2022-09-25,1,-47.83914167564305,-47.83914167564305,1162,1,At-Risk Customer
729,C1879,2024-11-28,18,-1268.1394387591752,-70.4521910421764,367,1,New Customer
730,C188,2025-06-24,4,10.144876844848913,2.536219211212228,159,0,New Customer
731,C1880,2024-02-03,1,-152.55070535294723,-152.55070535294723,666,1,At-Risk Customer
732,C1882,2025-01-12,18,883.3086517033412,49.072702872407845,322,0,New Customer
733,C1883,2023-12-18,8,411.9959315511561,51.49949144389451,713,1,Occassional Buyer Customer
734,C1884,2024-02-01,8,2005.1669480202004,250.64586850252505,668,1,Occassional Buyer Customer
735,C1885,2023-11-27,1,13.779874259728464,13.779874259728464,734,1,At-Risk Customer
736,C1886,2024-12-28,18,-594.7875811539732,-33.043754508554066,337,0,New Customer
737,C1887,2025-05-09,8,-395.37970350379294,-49.42246293797412,205,0,New Customer
738,C1888,2025-01-27,1,-362.902069697234,-362.902069697234,307,0,New Customer
739,C1889,2023-06-01,1,135.19971734041437,135.19971734041437,913,1,Occassional Buyer Customer
740,C1891,2023-06-04,1,259.158922331688,259.158922331688,910,1,Occassional Buyer Customer
741,C1892,2022-05-12,1,71.21497971873487,71.21497971873487,1298,1,At-Risk Customer
742,C1893,2024-11-15,8,357.2872975004923,44.660912187561536,380,1,New Customer
743,C1894,2025-11-05,75,-5966.968219757089,-79.55957626342786,25,0,Discount Seeker Customer
744,C1895,2025-08-05,50,4137.67453406934,82.7534906813868,117,0,Loyal High-Value Customer
745,C1897,2024-08-18,8,-477.7458692546672,-59.7182336568334,469,1,New Customer
746,C1898,2023-05-14,1,-128.66131470464032,-128.66131470464032,931,1,At-Risk Customer
747,C19,2025-08-15,32,64.95356438719907,2.029798887099971,107,0,New Customer
748,C190,2022-10-14,1,32.15870068927348,32.15870068927348,1143,1,At-Risk Customer
749,C1901,2023-04-19,1,110.3386193585466,110.3386193585466,956,1,At-Risk Customer
750,C1902,2023-11-24,1,412.87696166399945,412.87696166399945,737,1,Occassional Buyer Customer
751,C1903,2025-06-04,8,-128.68838752745296,-16.08604844093162,179,0,New Customer
752,C1904,2024-11-20,9,-490.0520859600647,-54.45023177334052,375,1,New Customer
753,C1905,2023-01-01,1,94.5810386157072,94.5810386157072,1064,1,At-Risk Customer
754,C1906,2023-12-28,1,-145.1858977458621,-145.1858977458621,703,1,At-Risk Customer
755,C1907,2025-08-29,18,76.74216496585075,4.26345360921393,93,0,New Customer
756,C1908,2025-07-21,108,-12427.486193360326,-115.0693166051882,132,0,Discount Seeker Customer
757,C1909,2025-05-11,4,-167.01427245446519,-41.753568113616296,203,0,New Customer
758,C191,2024-01-18,1,213.58506248745908,213.58506248745908,682,1,Occassional Buyer Customer
759,C1910,2025-09-02,18,-1805.606947325452,-100.31149707363622,89,0,New Customer
760,C1911,2023-12-03,8,-1320.1006761624674,-165.01258452030842,728,1,At-Risk Customer
761,C1913,2025-04-10,8,373.39891271721194,46.67486408965149,234,0,New Customer
762,C1915,2025-07-08,48,-3069.2773122483036,-63.94327733850633,145,0,Discount Seeker Customer
763,C1916,2024-09-19,4,299.1815560359014,74.79538900897535,437,1,Occassional Buyer Customer
764,C1917,2023-09-02,1,-471.83275912664175,-471.83275912664175,820,1,At-Risk Customer
765,C1918,2024-04-18,8,162.2003681131148,20.27504601413935,591,1,Occassional Buyer Customer
766,C1919,2024-07-31,1,-100.39837956778928,-100.39837956778928,487,1,New Customer
767,C192,2024-01-28,1,-97.82174854286264,-97.82174854286264,672,1,At-Risk Customer
768,C1920,2025-01-29,27,-181.16197666014685,-6.709702839264698,305,0,New Customer
769,C1923,2025-06-03,8,73.36920798686963,9.171150998358703,180,0,New Customer
770,C1924,2024-08-22,1,115.39836747001422,115.39836747001422,465,1,Occassional Buyer Customer
771,C1925,2025-02-19,8,2105.0793884318896,263.1349235539862,284,0,Occassional Buyer Customer
772,C1927,2024-07-13,4,1351.8963524376845,337.97408810942113,505,1,Occassional Buyer Customer
773,C1928,2024-09-30,1,-223.61795128423373,-223.61795128423373,426,1,New Customer
774,C1929,2022-10-25,1,110.25635815225829,110.25635815225829,1132,1,At-Risk Customer
775,C193,2025-02-02,8,1034.1786197493636,129.27232746867045,301,0,Occassional Buyer Customer
776,C1930,2023-05-04,1,234.5359254679706,234.5359254679706,941,1,Occassional Buyer Customer
777,C1931,2023-06-19,1,-17.498527154672345,-17.498527154672345,895,1,At-Risk Customer
778,C1932,2024-05-07,1,-336.01798659158686,-336.01798659158686,572,1,At-Risk Customer
779,C1933,2025-05-23,8,-1642.3755549378739,-205.29694436723423,191,0,New Customer
780,C1935,2024-11-25,1,-222.36140303827435,-222.36140303827435,370,1,New Customer
781,C1937,2025-05-04,8,1389.2442359436986,173.65552949296233,210,0,Occassional Buyer Customer
782,C1938,2025-11-23,8,-1140.4526750371788,-142.55658437964735,7,0,New Customer
783,C194,2025-01-12,1,397.66714271508783,397.66714271508783,322,0,Occassional Buyer Customer
784,C1940,2025-04-21,8,928.2602501485188,116.03253126856485,223,0,Occassional Buyer Customer
785,C1941,2024-10-18,1,-48.10618578066527,-48.10618578066527,408,1,New Customer
786,C1942,2025-02-05,1,-108.0603771631054,-108.0603771631054,298,0,New Customer
787,C1944,2025-04-13,8,2717.086561169356,339.6358201461695,231,0,Occassional Buyer Customer
788,C1945,2024-10-31,1,191.22267814280403,191.22267814280403,395,1,Occassional Buyer Customer
789,C1946,2023-07-12,1,357.1289817339542,357.1289817339542,872,1,Occassional Buyer Customer
790,C1947,2024-01-30,1,-213.5030202326184,-213.5030202326184,670,1,At-Risk Customer
791,C1948,2025-10-24,18,2058.0364911026186,114.33536061681214,37,0,Loyal High-Value Customer
792,C195,2024-10-08,4,-848.0760710215088,-212.0190177553772,418,1,New Customer
793,C1950,2025-10-09,8,14.639501555742527,1.8299376944678158,52,0,New Customer
794,C1951,2024-01-31,1,-402.75329106289314,-402.75329106289314,669,1,At-Risk Customer
795,C1952,2023-10-20,4,560.9254881440611,140.23137203601527,772,1,Occassional Buyer Customer
796,C1954,2023-08-05,1,-39.72554410542459,-39.72554410542459,848,1,At-Risk Customer
797,C1955,2024-09-25,1,1.7272507477652703,1.7272507477652703,431,1,New Customer
798,C1956,2023-09-15,1,-227.19948275832616,-227.19948275832616,807,1,At-Risk Customer
799,C1957,2024-11-30,8,1009.9246569516151,126.24058211895189,365,0,Occassional Buyer Customer
800,C1959,2023-12-22,1,11.222628788715868,11.222628788715868,709,1,At-Risk Customer
801,C196,2024-01-23,8,-839.8127814455652,-104.97659768069565,677,1,At-Risk Customer
802,C1960,2024-02-12,8,1337.7348338202175,167.2168542275272,657,1,Occassional Buyer Customer
803,C1961,2024-09-03,8,-1276.2170272153253,-159.52712840191566,453,1,New Customer
804,C1962,2023-08-22,1,53.23523041901086,53.23523041901086,831,1,At-Risk Customer
805,C1964,2025-06-17,18,3732.287072578735,207.34928180992972,166,0,Loyal High-Value Customer
806,C1967,2023-06-08,1,-185.8111378049421,-185.8111378049421,906,1,At-Risk Customer
807,C197,2024-07-24,1,-139.36158534186188,-139.36158534186188,494,1,New Customer
808,C1970,2024-06-16,1,38.81243134825977,38.81243134825977,532,1,Occassional Buyer Customer
809,C1972,2025-04-22,1,432.5608563884753,432.5608563884753,222,0,Occassional Buyer Customer
810,C1973,2024-09-19,32,-1164.620979603339,-36.394405612604345,437,1,New Customer
811,C1974,2025-08-26,75,-7636.9089732229,-101.82545297630534,96,0,Discount Seeker Customer
812,C1976,2023-11-11,1,112.82681345527634,112.82681345527634,750,1,Occassional Buyer Customer
813,C1978,2025-05-12,18,-1552.5590413592681,-86.2532800755149,202,0,New Customer
814,C1979,2024-07-03,1,29.948609301176525,29.948609301176525,515,1,Occassional Buyer Customer
815,C1980,2025-11-17,18,2569.7149678020737,142.76194265567077,13,0,Loyal High-Value Customer
816,C1981,2022-11-04,1,25.93248023893863,25.93248023893863,1122,1,At-Risk Customer
817,C1983,2025-03-28,8,-322.66944453651087,-40.33368056706386,247,0,New Customer
818,C1986,2025-03-26,8,1018.4880395485371,127.31100494356714,249,0,Occassional Buyer Customer
819,C1987,2025-10-04,48,6358.7478783585075,132.4739141324689,57,0,Loyal High-Value Customer
820,C199,2023-09-11,1,179.65149306918966,179.65149306918966,811,1,Occassional Buyer Customer
821,C1991,2024-07-04,1,-101.0087356959496,-101.0087356959496,514,1,New Customer
822,C1992,2023-12-09,1,95.86838913637476,95.86838913637476,722,1,Occassional Buyer Customer
823,C1993,2024-06-06,8,-1220.6343558659091,-152.57929448323864,542,1,New Customer
824,C1994,2022-07-06,1,-253.9528639849213,-253.9528639849213,1243,1,At-Risk Customer
825,C1996,2025-01-03,8,927.7885124141789,115.97356405177236,331,0,Occassional Buyer Customer
826,C1997,2024-10-02,27,3207.023768220676,118.77865808224726,424,1,Loyal High-Value Customer
827,C1998,2024-01-12,4,-611.6920858720973,-152.92302146802433,688,1,At-Risk Customer
828,C1999,2024-09-25,8,951.3654703229156,118.92068379036445,431,1,Occassional Buyer Customer
829,C2,2023-01-08,1,-222.2756068411281,-222.2756068411281,1057,1,At-Risk Customer
830,C200,2023-08-06,1,-256.8757636993775,-256.8757636993775,847,1,At-Risk Customer
831,C2000,2022-03-04,1,319.0780753341559,319.0780753341559,1367,1,Occassional Buyer Customer
832,C2001,2025-06-08,4,-255.5988633120283,-63.899715828007075,175,0,New Customer
833,C2002,2025-05-14,8,-1683.207719752128,-210.400964969016,200,0,New Customer
834,C2004,2025-07-03,8,-2082.2647131910885,-260.28308914888606,150,0,New Customer
835,C2005,2025-02-14,8,899.6204924380966,112.45256155476207,289,0,Occassional Buyer Customer
836,C2007,2022-12-13,1,-90.81022078012326,-90.81022078012326,1083,1,At-Risk Customer
837,C2008,2023-06-19,1,368.5617772133472,368.5617772133472,895,1,Occassional Buyer Customer
838,C2009,2023-10-21,1,210.7806393750965,210.7806393750965,771,1,Occassional Buyer Customer
839,C2011,2023-12-21,1,-214.67282548628344,-214.67282548628344,710,1,At-Risk Customer
840,C2012,2023-07-11,1,42.15499645971777,42.15499645971777,873,1,At-Risk Customer
841,C2013,2023-07-09,1,87.00097496013447,87.00097496013447,875,1,At-Risk Customer
842,C2014,2023-11-19,1,-84.05576563309334,-84.05576563309334,742,1,At-Risk Customer
843,C2015,2024-10-08,1,5.023805994147857,5.023805994147857,418,1,New Customer
844,C2016,2024-05-10,18,1876.0345141877197,104.22413967709554,569,1,Occassional Buyer Customer
845,C2017,2024-10-13,8,-2720.356881734338,-340.04461021679225,413,1,New Customer
846,C2018,2023-08-31,1,-107.38955307496803,-107.38955307496803,822,1,At-Risk Customer
847,C2019,2024-02-25,1,336.52317864674313,336.52317864674313,644,1,Occassional Buyer Customer
848,C2020,2024-06-28,1,573.2137486176921,573.2137486176921,520,1,Occassional Buyer Customer
849,C2023,2025-03-23,27,2041.454613949265,75.60943014626908,252,0,Loyal High-Value Customer
850,C2025,2024-12-17,48,-4283.450585735485,-89.23855386948928,348,0,Discount Seeker Customer
851,C2027,2023-04-29,1,-71.02401615563356,-71.02401615563356,946,1,At-Risk Customer
852,C2029,2024-10-26,8,-607.7316950992424,-75.9664618874053,400,1,New Customer
853,C2030,2022-04-05,1,71.4341270998892,71.4341270998892,1335,1,At-Risk Customer
854,C2031,2024-06-25,8,-136.55219852156364,-17.069024815195455,523,1,New Customer
855,C2032,2023-06-19,1,-16.5215098629139,-16.5215098629139,895,1,At-Risk Customer
856,C2033,2024-01-20,1,192.15675474391253,192.15675474391253,680,1,Occassional Buyer Customer
857,C2034,2024-08-15,8,-333.2729646061234,-41.65912057576543,472,1,New Customer
858,C2036,2024-03-15,1,-231.05854854949123,-231.05854854949123,625,1,At-Risk Customer
859,C2037,2023-07-19,1,40.15795124497535,40.15795124497535,865,1,At-Risk Customer
860,C2038,2023-04-23,1,58.787577171899045,58.787577171899045,952,1,At-Risk Customer
861,C2039,2023-12-24,1,-311.6079080610712,-311.6079080610712,707,1,At-Risk Customer
862,C204,2023-11-07,1,-197.09147520751463,-197.09147520751463,754,1,At-Risk Customer
863,C2041,2025-08-06,18,-2287.64027199757,-127.09112622208721,116,0,New Customer
864,C2042,2024-07-30,1,80.22000613954756,80.22000613954756,488,1,Occassional Buyer Customer
865,C2043,2024-03-21,8,1278.658963489598,159.83237043619974,619,1,Occassional Buyer Customer
866,C2044,2022-11-01,1,-42.65121332634146,-42.65121332634146,1125,1,At-Risk Customer
867,C2045,2023-10-20,1,-182.532631115392,-182.532631115392,772,1,At-Risk Customer
868,C2046,2024-08-29,8,-918.381868133415,-114.79773351667687,458,1,New Customer
869,C2047,2024-09-15,1,332.37899974712843,332.37899974712843,441,1,Occassional Buyer Customer
870,C2048,2025-01-29,8,105.92052401990213,13.240065502487766,305,0,New Customer
871,C2049,2025-04-17,8,-972.4956714969233,-121.5619589371154,227,0,New Customer
872,C2050,2023-02-12,1,-67.31001066844446,-67.31001066844446,1022,1,At-Risk Customer
873,C2051,2022-11-10,1,-98.45689342812202,-98.45689342812202,1116,1,At-Risk Customer
874,C2052,2025-03-16,4,-376.8031106331562,-94.20077765828906,259,0,New Customer
875,C2054,2023-07-18,1,-279.94686965207853,-279.94686965207853,866,1,At-Risk Customer
876,C2056,2024-06-09,1,35.904875836632755,35.904875836632755,539,1,Occassional Buyer Customer
877,C2057,2025-01-02,4,-17.874284821683943,-4.468571205420986,332,0,New Customer
878,C2058,2025-07-15,1,230.065486829083,230.065486829083,138,0,Occassional Buyer Customer
879,C2059,2023-12-26,1,146.3443849598599,146.3443849598599,705,1,Occassional Buyer Customer
880,C2060,2024-10-09,8,-1218.7181053063289,-152.3397631632911,417,1,New Customer
881,C2061,2024-10-18,18,1004.2219749166245,55.79010971759025,408,1,Occassional Buyer Customer
882,C2062,2025-01-20,8,-1190.9440271719475,-148.86800339649344,314,0,New Customer
883,C2063,2023-01-22,1,-178.84776983396785,-178.84776983396785,1043,1,At-Risk Customer
884,C2064,2025-04-03,147,-943.2270178796333,-6.4165103257117915,241,0,Discount Seeker Customer
885,C2065,2023-07-24,1,167.54762911044506,167.54762911044506,860,1,Occassional Buyer Customer
886,C2066,2023-07-24,1,137.8852818854137,137.8852818854137,860,1,Occassional Buyer Customer
887,C2068,2023-08-20,1,-15.369107771594525,-15.369107771594525,833,1,At-Risk Customer
888,C2069,2025-03-03,32,2798.903444019719,87.46573262561621,272,0,Loyal High-Value Customer
889,C2071,2025-06-21,1,-43.33826380145494,-43.33826380145494,162,0,New Customer
890,C2073,2025-02-01,9,-979.6163250663933,-108.84625834071036,302,0,New Customer
891,C2074,2025-08-10,18,3120.723060150193,173.37350334167738,112,0,Loyal High-Value Customer
892,C2075,2022-10-20,1,220.3487909830303,220.3487909830303,1137,1,Occassional Buyer Customer
893,C2076,2024-03-16,1,-29.08542211213076,-29.08542211213076,624,1,At-Risk Customer
894,C2077,2025-02-04,32,-224.98312376830324,-7.030722617759476,299,0,New Customer
895,C2078,2024-02-13,1,124.60181706432492,124.60181706432492,656,1,Occassional Buyer Customer
896,C2079,2023-02-10,1,-27.15093655684764,-27.15093655684764,1024,1,At-Risk Customer
897,C208,2025-09-03,18,1247.088013598137,69.28266742211872,88,0,New Customer
898,C2080,2025-06-02,18,3204.1884115976945,178.01046731098302,181,0,Loyal High-Value Customer
899,C2081,2025-07-14,1,124.99524640730264,124.99524640730264,139,0,Occassional Buyer Customer
900,C2082,2025-04-15,1,176.36882552138812,176.36882552138812,229,0,Occassional Buyer Customer
901,C2083,2025-04-30,1,146.35907601759158,146.35907601759158,214,0,Occassional Buyer Customer
902,C2084,2024-12-19,8,-425.0179864384839,-53.127248304810486,346,0,New Customer
903,C2085,2022-10-19,1,42.02326322844871,42.02326322844871,1138,1,At-Risk Customer
904,C2087,2025-04-04,1,3.903181083626163,3.903181083626163,240,0,New Customer
905,C209,2025-02-16,18,483.50148019476626,26.86119334415368,287,0,New Customer
906,C2090,2025-03-18,1,-70.11253257872156,-70.11253257872156,257,0,New Customer
907,C2091,2023-09-16,1,-333.2435911357524,-333.2435911357524,806,1,At-Risk Customer
908,C2093,2022-09-03,1,-166.9276289300168,-166.9276289300168,1184,1,At-Risk Customer
909,C2094,2023-02-05,1,-68.79394644616968,-68.79394644616968,1029,1,At-Risk Customer
910,C2095,2023-04-20,1,-51.73983952571599,-51.73983952571599,955,1,At-Risk Customer
911,C2097,2024-08-04,8,838.1276674418172,104.76595843022714,483,1,Occassional Buyer Customer
912,C2098,2023-04-13,1,-55.75423556460998,-55.75423556460998,962,1,At-Risk Customer
913,C2099,2023-12-05,1,121.6988777760879,121.6988777760879,726,1,Occassional Buyer Customer
914,C21,2024-03-08,4,-200.7522233353808,-50.1880558338452,632,1,At-Risk Customer
915,C210,2025-09-09,48,-5139.416437929787,-107.0711757902039,82,0,Discount Seeker Customer
916,C2100,2023-01-13,1,-26.743976411216035,-26.743976411216035,1052,1,At-Risk Customer
917,C2101,2025-03-25,18,322.6474199127525,17.924856661819586,250,0,New Customer
918,C2103,2023-10-22,1,78.63141318387379,78.63141318387379,770,1,Occassional Buyer Customer
919,C2105,2023-09-29,1,222.9017863088044,222.9017863088044,793,1,Occassional Buyer Customer
920,C2106,2025-02-15,8,-467.79195267012955,-58.47399408376619,288,0,New Customer
921,C2107,2024-10-06,4,-611.5286343521528,-152.8821585880382,420,1,New Customer
922,C2108,2025-06-24,27,-2401.143936864505,-88.9312569209076,159,0,New Customer
923,C2109,2023-03-02,1,-34.2878555546084,-34.2878555546084,1004,1,At-Risk Customer
924,C211,2023-11-17,1,-67.086074054236,-67.086074054236,744,1,At-Risk Customer
925,C2111,2024-05-11,8,898.6004696136869,112.32505870171086,568,1,Occassional Buyer Customer
926,C2112,2022-03-28,1,-11.140881292104142,-11.140881292104142,1343,1,At-Risk Customer
927,C2113,2023-02-08,1,70.70803293217139,70.70803293217139,1026,1,At-Risk Customer
928,C2114,2024-07-15,1,-239.6830320247799,-239.6830320247799,503,1,New Customer
929,C2115,2024-11-10,8,44.962463334159395,5.620307916769924,385,1,New Customer
930,C2116,2025-08-13,18,-2560.065456459784,-142.2258586922102,109,0,New Customer
931,C2117,2023-11-29,1,-108.6295880812427,-108.6295880812427,732,1,At-Risk Customer
932,C2119,2025-06-29,8,-1266.5129943914953,-158.31412429893692,154,0,New Customer
933,C212,2022-11-26,1,-67.70702088514678,-67.70702088514678,1100,1,At-Risk Customer
934,C2121,2023-08-11,1,205.91995280207072,205.91995280207072,842,1,Occassional Buyer Customer
935,C2122,2024-05-02,27,463.62581737544593,17.17132656946096,577,1,New Customer
936,C2124,2025-02-15,18,3596.919366158445,199.82885367546916,288,0,Loyal High-Value Customer
937,C2127,2023-01-26,1,-227.53685178098127,-227.53685178098127,1039,1,At-Risk Customer
938,C2129,2024-04-08,1,197.9086682772489,197.9086682772489,601,1,Occassional Buyer Customer
939,C213,2023-06-12,1,33.413094934099206,33.413094934099206,902,1,At-Risk Customer
940,C2130,2023-09-03,1,196.016982237898,196.016982237898,819,1,Occassional Buyer Customer
941,C2131,2023-01-29,1,-152.17122318965534,-152.17122318965534,1036,1,At-Risk Customer
942,C2132,2025-05-06,8,152.28315432791317,19.035394290989146,208,0,New Customer
943,C2133,2025-10-15,9,-51.11745538187636,-5.679717264652929,46,0,New Customer
944,C2135,2024-11-06,8,-256.28184148305326,-32.03523018538166,389,1,New Customer
945,C2136,2025-06-11,8,390.60560424820756,48.825700531025944,172,0,New Customer
946,C2139,2024-09-06,1,381.4120457771794,381.4120457771794,450,1,Occassional Buyer Customer
947,C214,2023-03-05,1,120.80924965529869,120.80924965529869,1001,1,At-Risk Customer
948,C2143,2024-08-17,18,1126.6850913774492,62.593616187636066,470,1,Occassional Buyer Customer
949,C2145,2024-10-17,1,-25.19887317765637,-25.19887317765637,409,1,New Customer
950,C2147,2023-10-22,1,-246.5642532033648,-246.5642532033648,770,1,At-Risk Customer
951,C2148,2024-06-13,8,1438.5448667035262,179.81810833794077,535,1,Occassional Buyer Customer
952,C2149,2023-04-01,1,28.515213573911087,28.515213573911087,974,1,At-Risk Customer
953,C2150,2023-10-09,1,355.27866142408755,355.27866142408755,783,1,Occassional Buyer Customer
954,C2153,2024-09-30,8,-1493.3391554466505,-186.6673944308313,426,1,New Customer
955,C2154,2024-06-18,8,824.2674476206137,103.03343095257671,530,1,Occassional Buyer Customer
956,C2156,2025-03-09,8,767.2586692191504,95.9073336523938,266,0,Occassional Buyer Customer
957,C2157,2024-09-22,8,-379.61772697778724,-47.452215872223405,434,1,New Customer
958,C2159,2025-07-28,27,-103.52352716825405,-3.834204709935335,125,0,New Customer
959,C216,2024-07-22,1,-44.02064377643124,-44.02064377643124,496,1,New Customer
960,C2160,2024-06-22,4,295.3097337752552,73.8274334438138,526,1,Occassional Buyer Customer
961,C2161,2024-06-26,8,376.78422771622127,47.09802846452766,522,1,Occassional Buyer Customer
962,C2162,2023-10-19,1,-259.22807816744694,-259.22807816744694,773,1,At-Risk Customer
963,C2163,2023-10-10,1,17.3127135770207,17.3127135770207,782,1,At-Risk Customer
964,C2164,2025-07-23,18,-44.64370922810639,-2.480206068228133,130,0,New Customer
965,C2165,2024-08-26,1,-30.12076221511227,-30.12076221511227,461,1,New Customer
966,C2166,2023-03-04,1,95.4262476963047,95.4262476963047,1002,1,At-Risk Customer
967,C2167,2025-02-04,8,-780.6285936615486,-97.57857420769358,299,0,New Customer
968,C2169,2025-03-21,1,88.22579649861325,88.22579649861325,254,0,Occassional Buyer Customer
969,C217,2025-02-10,18,-2533.3370345461326,-140.74094636367403,293,0,New Customer
970,C2170,2024-04-24,9,-1239.5083457011765,-137.72314952235294,585,1,New Customer
971,C2171,2024-02-23,18,1022.9357401043841,56.82976333913245,646,1,Occassional Buyer Customer
972,C2172,2022-04-06,1,-52.6623638071366,-52.6623638071366,1334,1,At-Risk Customer
973,C2173,2024-01-10,18,1234.8999948584592,68.6055552699144,690,1,Occassional Buyer Customer
974,C2174,2024-11-21,1,205.23058625862967,205.23058625862967,374,1,Occassional Buyer Customer
975,C2176,2025-04-12,4,45.44307351348891,11.360768378372228,232,0,New Customer
976,C2177,2025-02-11,8,720.275817534822,90.03447719185274,292,0,Occassional Buyer Customer
977,C2179,2025-01-06,9,998.149060515878,110.90545116843089,328,0,Occassional Buyer Customer
978,C2180,2025-10-30,18,702.0539685482448,39.00299825268027,31,0,New Customer
979,C2181,2024-07-15,8,-119.4748108803301,-14.934351360041262,503,1,New Customer
980,C2182,2025-05-06,75,-4085.971751002274,-54.47962334669698,208,0,Discount Seeker Customer
981,C2183,2024-07-26,1,183.78197275199875,183.78197275199875,492,1,Occassional Buyer Customer
982,C2186,2024-05-13,1,-79.08446020155651,-79.08446020155651,566,1,At-Risk Customer
983,C2187,2024-05-24,1,244.5318332217477,244.5318332217477,555,1,Occassional Buyer Customer
984,C2188,2024-06-22,4,-17.42407399121538,-4.356018497803845,526,1,New Customer
985,C2189,2023-12-12,1,416.64519722318056,416.64519722318056,719,1,Occassional Buyer Customer
986,C2192,2023-11-23,8,-305.99984914234443,-38.249981142793054,738,1,At-Risk Customer
987,C2195,2024-04-19,8,1076.1910600108877,134.52388250136096,590,1,Occassional Buyer Customer
988,C2196,2024-01-23,1,-209.07636853851423,-209.07636853851423,677,1,At-Risk Customer
989,C2197,2023-12-17,18,-249.5834508744931,-13.865747270805173,714,1,At-Risk Customer
990,C2199,2025-09-11,18,-1301.148096857987,-72.28600538099927,80,0,New Customer
991,C22,2023-10-31,1,-201.4109289602387,-201.4109289602387,761,1,At-Risk Customer
992,C220,2025-02-06,4,667.1800216070278,166.79500540175695,297,0,Occassional Buyer Customer
993,C2200,2023-04-08,1,7.636172277306493,7.636172277306493,967,1,At-Risk Customer
994,C2202,2023-08-14,1,-160.1775699576597,-160.1775699576597,839,1,At-Risk Customer
995,C2203,2024-06-27,8,-324.025874397376,-40.503234299672,521,1,New Customer
996,C2206,2025-03-20,8,-1768.8887777133793,-221.11109721417242,255,0,New Customer
997,C2207,2023-09-18,1,151.13608502423435,151.13608502423435,804,1,Occassional Buyer Customer
998,C2208,2023-07-31,1,-62.03592515574955,-62.03592515574955,853,1,At-Risk Customer
999,C2209,2025-05-05,32,467.55551085621704,14.611109714256783,209,0,New Customer
1000,C221,2025-07-08,18,1570.1263672827074,87.22924262681708,145,0,Loyal High-Value Customer
1001,C2210,2025-02-26,18,-677.1080067851185,-37.617111488062136,277,0,New Customer
1002,C2211,2025-02-24,8,157.41175542404653,19.676469428005817,279,0,New Customer
1003,C2212,2024-07-21,1,-195.19516810868927,-195.19516810868927,497,1,New Customer
1004,C2213,2025-04-14,18,-2053.344394985964,-114.07468861033132,230,0,New Customer
